CustomerID,InvoiceNo,InvoiceDate,MonetaryValue,AverageOrderValue,Country,OrderValue
15813,549999,2011-04-14 09:09:00,770.65,0.04,36,770.65
15813,553205,2011-05-16 08:13:00,1303.91,0.07,36,533.26
15814,571936,2011-10-20 09:04:00,599.42,0.03,36,599.42
15814,572108,2011-10-20 18:08:00,1120.95,0.06,36,521.53
15814,574278,2011-11-03 14:42:00,1577.19,0.09,36,456.24
15814,578100,2011-11-23 08:17:00,1945.33,0.1,36,368.14
15815,547714,2011-03-25 08:43:00,427.0,0.02,36,427.0
15815,549428,2011-04-08 12:01:00,880.0,0.05,36,453.0
15815,552855,2011-05-11 15:17:00,1394.08,0.08,36,514.08
15815,560978,2011-07-22 12:20:00,1874.7,0.1,36,480.62
15815,570117,2011-10-07 12:42:00,2100.6,0.11,36,225.9
15819,545909,2011-03-08 09:45:00,639.64,0.03,36,639.64
15819,554497,2011-05-24 14:38:00,1177.14,0.06,36,537.5
15819,561896,2011-07-31 15:22:00,1585.47,0.09,36,408.33
15819,572238,2011-10-21 14:50:00,1905.45,0.1,36,319.98
15820,541948,2011-01-24 12:00:00,206.98,0.01,36,206.98
15821,570228,2011-10-09 13:28:00,254.18,0.01,36,254.18
15821,572909,2011-10-26 15:48:00,570.96,0.03,36,316.78
15822,539015,2010-12-15 13:38:00,440.2,0.02,36,440.2
15822,580964,2011-12-06 14:50:00,885.47,0.05,36,445.27
15823,536779,2010-12-02 15:08:00,15.0,0.0,36,15.0
15825,557471,2011-06-20 13:27:00,532.94,0.03,36,532.94
15826,553060,2011-05-13 10:44:00,720.0,0.04,36,720.0
15826,571247,2011-10-14 16:04:00,1598.46,0.09,36,878.46
15826,571248,2011-10-14 16:05:00,1654.31,0.09,36,55.85
15827,536738,2010-12-02 13:06:00,98.18,0.01,36,98.18
15827,536740,2010-12-02 13:08:00,190.93,0.01,36,92.75
15827,542384,2011-01-27 14:31:00,368.28,0.02,36,177.35
15827,543446,2011-02-08 12:01:00,514.48,0.03,36,146.2
15827,543520,2011-02-09 11:43:00,544.18,0.03,36,29.7
15827,545601,2011-03-04 11:49:00,696.18,0.04,36,152.0
15827,545603,2011-03-04 11:49:00,734.28,0.04,36,38.1
15827,550330,2011-04-17 13:27:00,797.64,0.04,36,63.36
15827,552299,2011-05-08 14:44:00,911.69,0.05,36,114.05
15827,556205,2011-06-09 13:37:00,1115.67,0.06,36,203.98
15827,560906,2011-07-21 17:55:00,1289.47,0.07,36,173.8
15827,560908,2011-07-21 17:56:00,1375.71,0.07,36,86.24
15827,563574,2011-08-17 15:05:00,1598.16,0.09,36,222.45
15827,568556,2011-09-27 15:35:00,1836.09,0.1,36,237.93
15829,560930,2011-07-22 10:23:00,325.44,0.02,36,325.44
15829,565204,2011-09-01 16:45:00,636.14,0.03,36,310.7
15830,573937,2011-11-02 10:40:00,576.0,0.03,36,576.0
15831,541591,2011-01-19 14:52:00,309.94,0.02,36,309.94
15831,562583,2011-08-07 13:54:00,451.11,0.02,36,141.17
15831,570827,2011-10-12 13:14:00,801.76,0.04,36,350.65
15832,548358,2011-03-30 15:29:00,836.79,0.05,36,836.79
15834,545901,2011-03-07 17:52:00,1031.37,0.06,36,1031.37
15834,545902,2011-03-07 17:55:00,1281.37,0.07,36,250.0
15834,558123,2011-06-27 10:16:00,1791.82,0.1,36,510.45
15834,569136,2011-09-30 14:41:00,2233.75,0.12,36,441.93
15835,541003,2011-01-13 10:35:00,301.11,0.02,36,301.11
15835,547674,2011-03-24 13:59:00,488.31,0.03,36,187.2
15835,561120,2011-07-25 12:50:00,675.51,0.04,36,187.2
15835,572908,2011-10-26 15:47:00,954.09,0.05,36,278.58
15836,572107,2011-10-20 17:13:00,137.37,0.01,36,137.37
15837,569718,2011-10-06 09:01:00,391.98,0.02,36,391.98
15838,537476,2010-12-07 11:26:00,957.5,0.05,36,957.5
15838,542921,2011-02-02 07:58:00,1235.0,0.07,36,277.5
15838,546160,2011-03-10 09:49:00,4512.24,0.24,36,3277.24
15838,548899,2011-04-04 16:31:00,5338.2,0.29,36,825.96
15838,549186,2011-04-07 09:39:00,5608.2,0.3,36,270.0
15838,551952,2011-05-05 11:47:00,6102.9,0.33,36,494.7
15838,555352,2011-06-02 12:46:00,8208.88,0.44,36,2105.98
15838,556667,2011-06-13 16:25:00,8463.0,0.46,36,254.12
15838,556670,2011-06-13 16:29:00,9249.36,0.5,36,786.36
15838,558201,2011-06-27 13:12:00,9567.56,0.52,36,318.2
15838,562880,2011-08-10 10:53:00,13673.5,0.74,36,4105.94
15838,564146,2011-08-23 12:18:00,14153.5,0.76,36,480.0
15838,567962,2011-09-23 09:19:00,17340.62,0.94,36,3187.12
15838,569815,2011-10-06 11:53:00,28333.58,1.53,36,10992.96
15838,576219,2011-11-14 12:58:00,31468.54,1.7,36,3134.96
15838,576220,2011-11-14 13:00:00,32491.96,1.75,36,1023.42
15838,576221,2011-11-14 13:01:00,32670.96,1.76,36,179.0
15838,579163,2011-11-28 13:59:00,33401.04,1.8,36,730.08
15838,579164,2011-11-28 14:00:00,33643.08,1.82,36,242.04
15839,560086,2011-07-14 16:35:00,299.18,0.02,36,299.18
15839,567454,2011-09-20 12:12:00,790.36,0.04,36,491.18
15839,574702,2011-11-06 13:54:00,1048.49,0.06,36,258.13
15840,557414,2011-06-20 11:42:00,241.74,0.01,36,241.74
15840,570696,2011-10-12 09:08:00,355.56,0.02,36,113.82
15841,540153,2011-01-05 11:25:00,331.6,0.02,36,331.6
15841,551984,2011-05-05 14:37:00,613.26,0.03,36,281.66
15841,566728,2011-09-14 13:15:00,916.74,0.05,36,303.48
15841,568652,2011-09-28 12:15:00,1224.06,0.07,36,307.32
15843,543485,2011-02-09 10:19:00,118.95,0.01,36,118.95
15844,572521,2011-10-24 15:19:00,130.74,0.01,36,130.74
15845,540374,2011-01-06 17:19:00,303.36,0.02,36,303.36
15845,544943,2011-02-25 10:39:00,1232.58,0.07,36,929.22
15845,553042,2011-05-13 09:01:00,1537.16,0.08,36,304.58
15845,556538,2011-06-13 12:42:00,1963.34,0.11,36,426.18
15845,560288,2011-07-18 10:05:00,2526.76,0.14,36,563.42
15845,566621,2011-09-14 09:22:00,3070.0,0.17,36,543.24
15845,574345,2011-11-04 10:18:00,3410.48,0.18,36,340.48
15845,577824,2011-11-22 09:42:00,3711.77,0.2,36,301.29
15847,544922,2011-02-24 16:46:00,180.68,0.01,36,180.68
15847,573899,2011-11-01 14:41:00,389.27,0.02,36,208.59
15850,558049,2011-06-24 14:16:00,118.88,0.01,36,118.88
15850,577536,2011-11-20 14:14:00,238.85,0.01,36,119.97
15852,554813,2011-05-26 13:26:00,103.21,0.01,36,103.21
15852,555601,2011-06-06 11:22:00,160.71,0.01,36,57.5
15853,571743,2011-10-19 10:38:00,110.8,0.01,36,110.8
15854,538592,2010-12-13 11:47:00,230.1,0.01,36,230.1
15854,541226,2011-01-14 15:04:00,444.3,0.02,36,214.2
15854,542897,2011-02-01 13:55:00,747.3,0.04,36,303.0
15854,546918,2011-03-18 09:19:00,1056.7,0.06,36,309.4
15854,553202,2011-05-15 16:02:00,1273.89,0.07,36,217.19
15854,553855,2011-05-19 13:16:00,1584.39,0.09,36,310.5
15854,557320,2011-06-20 08:50:00,1905.69,0.1,36,321.3
15854,557321,2011-06-20 08:50:00,2037.69,0.11,36,132.0
15854,560988,2011-07-22 13:17:00,2393.69,0.13,36,356.0
15854,566718,2011-09-14 12:25:00,2839.94,0.15,36,446.25
15854,580654,2011-12-05 13:37:00,2952.6,0.16,36,112.66
15854,580655,2011-12-05 13:39:00,2974.65,0.16,36,22.05
15855,547192,2011-03-21 12:32:00,95.8,0.01,36,95.8
15855,549976,2011-04-13 14:39:00,202.2,0.01,36,106.4
15855,553538,2011-05-17 15:26:00,342.51,0.02,36,140.31
15855,556121,2011-06-09 10:09:00,474.69,0.03,36,132.18
15855,561231,2011-07-26 10:20:00,712.24,0.04,36,237.55
15856,538053,2010-12-09 13:34:00,1571.32,0.08,36,1571.32
15856,539452,2010-12-17 17:06:00,2312.54,0.12,36,741.22
15856,539985,2010-12-23 15:16:00,3281.31,0.18,36,968.77
15856,543774,2011-02-11 15:56:00,4360.21,0.24,36,1078.9
15856,548450,2011-03-31 11:20:00,4876.5,0.26,36,516.29
15856,548686,2011-04-01 16:49:00,5662.0,0.31,36,785.5
15856,550964,2011-04-21 16:48:00,6166.9,0.33,36,504.9
15856,553935,2011-05-20 10:32:00,6939.47,0.37,36,772.57
15856,556455,2011-06-10 16:46:00,7673.91,0.41,36,734.44
15856,559674,2011-07-11 14:16:00,8025.61,0.43,36,351.7
15856,561009,2011-07-22 16:03:00,8515.21,0.46,36,489.6
15856,563500,2011-08-16 17:25:00,8939.05,0.48,36,423.84
15856,563501,2011-08-16 17:27:00,8959.35,0.48,36,20.3
15856,564735,2011-08-28 13:35:00,9586.99,0.52,36,627.64
15856,565067,2011-08-31 17:16:00,10098.45,0.54,36,511.46
15856,565398,2011-09-02 16:50:00,10953.73,0.59,36,855.28
15856,565665,2011-09-05 17:44:00,11441.94,0.62,36,488.21
15856,569715,2011-10-05 17:29:00,11945.58,0.64,36,503.64
15856,571231,2011-10-14 14:22:00,12937.58,0.7,36,992.0
15856,571234,2011-10-14 14:28:00,12984.62,0.7,36,47.04
15856,572753,2011-10-25 17:29:00,13276.87,0.72,36,292.25
15856,580289,2011-12-02 13:32:00,14121.65,0.76,36,844.78
15856,580292,2011-12-02 13:37:00,14386.64,0.78,36,264.99
15856,580357,2011-12-02 16:07:00,15331.77,0.83,36,945.13
15856,580662,2011-12-05 13:58:00,15811.35,0.85,36,479.58
15856,580666,2011-12-05 14:06:00,15892.95,0.86,36,81.6
15856,580723,2011-12-05 17:09:00,16387.57,0.88,36,494.62
15857,577716,2011-11-21 12:18:00,297.0,0.02,36,297.0
15858,537623,2010-12-07 14:31:00,383.93,0.02,36,383.93
15858,544795,2011-02-23 13:21:00,816.22,0.04,36,432.29
15858,567967,2011-09-23 09:39:00,970.12,0.05,36,153.9
15858,570500,2011-10-11 09:19:00,1247.84,0.07,36,277.72
15858,578479,2011-11-24 12:48:00,1438.85,0.08,36,191.01
15860,537301,2010-12-06 11:38:00,102.66,0.01,36,102.66
15860,548610,2011-04-01 11:28:00,395.51,0.02,36,292.85
15860,550833,2011-04-21 10:48:00,420.26,0.02,36,24.75
15860,560442,2011-07-18 16:59:00,540.49,0.03,36,120.23
15860,562581,2011-08-07 13:43:00,654.28,0.04,36,113.79
15860,565248,2011-09-02 10:34:00,767.14,0.04,36,112.86
15860,568161,2011-09-25 12:31:00,875.2,0.05,36,108.06
15860,573331,2011-10-30 11:25:00,977.21,0.05,36,102.01
15861,546912,2011-03-17 20:12:00,474.19,0.03,36,474.19
15861,546913,2011-03-17 20:18:00,722.48,0.04,36,248.29
15861,561600,2011-07-28 11:29:00,1130.0,0.06,36,407.52
15861,572653,2011-10-25 12:12:00,1693.74,0.09,36,563.74
15861,576057,2011-11-13 15:06:00,1913.53,0.1,36,219.79
15861,576075,2011-11-13 16:16:00,2400.74,0.13,36,487.21
15861,577130,2011-11-17 19:58:00,2565.74,0.14,36,165.0
15861,578995,2011-11-27 15:59:00,3165.36,0.17,36,599.62
15862,536401,2010-12-01 11:21:00,354.23,0.02,36,354.23
15862,553864,2011-05-19 14:08:00,491.01,0.03,36,136.78
15862,563890,2011-08-19 16:34:00,659.73,0.04,36,168.72
15862,580062,2011-12-01 13:28:00,832.88,0.04,36,173.15
15863,555070,2011-05-31 11:36:00,9.2,0.0,36,9.2
15863,576214,2011-11-14 12:49:00,68.84,0.0,36,59.64
15864,542411,2011-01-27 16:43:00,242.42,0.01,36,242.42
15864,556931,2011-06-15 15:35:00,414.26,0.02,36,171.84
15864,565247,2011-09-02 10:31:00,957.86,0.05,36,543.6
15864,569419,2011-10-04 10:31:00,1478.4,0.08,36,520.54
15864,575945,2011-11-13 11:48:00,1783.68,0.1,36,305.28
15864,577041,2011-11-17 13:32:00,1936.32,0.1,36,152.64
15865,552559,2011-05-10 11:44:00,313.93,0.02,36,313.93
15865,566308,2011-09-12 09:38:00,603.85,0.03,36,289.92
15865,573355,2011-10-30 12:43:00,895.13,0.05,36,291.28
15866,564843,2011-08-30 14:09:00,230.53,0.01,36,230.53
15867,537200,2010-12-05 14:17:00,112.9,0.01,36,112.9
15867,538657,2010-12-13 15:26:00,314.3,0.02,36,201.4
15867,539642,2010-12-20 15:35:00,557.22,0.03,36,242.92
15867,540687,2011-01-10 17:18:00,794.41,0.04,36,237.19
15867,542265,2011-01-26 17:27:00,937.12,0.05,36,142.71
15867,544189,2011-02-16 16:40:00,1070.12,0.06,36,133.0
15867,546665,2011-03-15 15:06:00,1285.61,0.07,36,215.49
15867,549730,2011-04-11 16:35:00,1502.75,0.08,36,217.14
15867,554964,2011-05-27 15:57:00,1755.05,0.09,36,252.3
15867,556244,2011-06-09 16:08:00,2057.77,0.11,36,302.72
15867,560579,2011-07-19 15:13:00,2623.9,0.14,36,566.13
15867,563720,2011-08-18 16:24:00,2949.91,0.16,36,326.01
15867,569143,2011-09-30 15:04:00,3307.62,0.18,36,357.71
15867,577095,2011-11-17 16:39:00,3527.06,0.19,36,219.44
15867,580505,2011-12-04 13:32:00,3812.64,0.21,36,285.58
15869,545896,2011-03-07 17:19:00,61.59,0.0,36,61.59
15869,545898,2011-03-07 17:23:00,149.64,0.01,36,88.05
15870,574826,2011-11-07 10:58:00,354.09,0.02,36,354.09
15872,578781,2011-11-25 11:54:00,358.83,0.02,36,358.83
15872,578782,2011-11-25 11:55:00,360.93,0.02,36,2.1
15874,545158,2011-02-28 13:28:00,584.35,0.03,36,584.35
15874,547935,2011-03-28 14:19:00,824.7,0.04,36,240.35
15874,547936,2011-03-28 14:23:00,880.75,0.05,36,56.05
15874,549431,2011-04-08 12:17:00,2044.5,0.11,36,1163.75
15874,552064,2011-05-06 11:05:00,2162.8,0.12,36,118.3
15874,556830,2011-06-15 11:01:00,2207.75,0.12,36,44.95
15874,570113,2011-10-07 12:31:00,4405.88,0.24,36,2198.13
15877,577855,2011-11-22 11:18:00,242.26,0.01,36,242.26
15877,581325,2011-12-08 11:53:00,493.28,0.03,36,251.02
15880,537144,2010-12-05 13:00:00,343.28,0.02,36,343.28
15881,538309,2010-12-10 13:32:00,114.45,0.01,36,114.45
15881,538534,2010-12-13 10:36:00,155.25,0.01,36,40.8
15881,542745,2011-01-31 16:47:00,494.54,0.03,36,339.29
15881,542746,2011-01-31 16:48:00,496.44,0.03,36,1.9
15881,542759,2011-01-31 16:59:00,501.39,0.03,36,4.95
15882,537377,2010-12-06 13:01:00,270.52,0.01,36,270.52
15882,537380,2010-12-06 13:12:00,371.32,0.02,36,100.8
15882,554629,2011-05-25 11:34:00,506.46,0.03,36,135.14
15882,554631,2011-05-25 11:35:00,516.36,0.03,36,9.9
15883,574725,2011-11-06 14:50:00,143.76,0.01,36,143.76
15883,581192,2011-12-07 17:05:00,396.48,0.02,36,252.72
15885,543134,2011-02-03 15:28:00,15.0,0.0,36,15.0
15885,565862,2011-09-07 14:56:00,364.35,0.02,36,349.35
15885,565933,2011-09-08 10:43:00,379.35,0.02,36,15.0
15886,570430,2011-10-10 14:25:00,181.09,0.01,36,181.09
15888,567460,2011-09-20 12:30:00,168.31,0.01,36,168.31
15889,537208,2010-12-05 15:12:00,297.92,0.02,36,297.92
15889,559106,2011-07-06 11:10:00,446.87,0.02,36,148.95
15891,551270,2011-04-27 12:35:00,524.52,0.03,36,524.52
15894,537199,2010-12-05 14:06:00,156.74,0.01,36,156.74
15894,548501,2011-03-31 13:50:00,263.55,0.01,36,106.81
15895,559861,2011-07-13 10:27:00,179.17,0.01,36,179.17
15897,554988,2011-05-29 13:32:00,119.71,0.01,36,119.71
15897,554989,2011-05-29 13:50:00,222.05,0.01,36,102.34
15898,537254,2010-12-06 11:01:00,382.69,0.02,36,382.69
15898,537615,2010-12-07 13:30:00,521.69,0.03,36,139.0
15898,547033,2011-03-20 10:28:00,690.39,0.04,36,168.7
15898,551188,2011-04-27 10:03:00,1002.99,0.05,36,312.6
15898,581421,2011-12-08 15:23:00,1388.88,0.07,36,385.89
15899,537248,2010-12-06 10:36:00,56.25,0.0,36,56.25
15900,576690,2011-11-16 12:19:00,351.11,0.02,36,351.11
15901,559436,2011-07-08 12:18:00,110.49,0.01,36,110.49
15901,568050,2011-09-23 12:38:00,233.35,0.01,36,122.86
15901,578250,2011-11-23 12:43:00,363.88,0.02,36,130.53
15903,544307,2011-02-17 14:04:00,161.28,0.01,36,161.28
15903,551055,2011-04-26 11:51:00,641.64,0.03,36,480.36
15903,568083,2011-09-23 14:38:00,951.96,0.05,36,310.32
15903,569127,2011-09-30 13:31:00,2520.36,0.14,36,1568.4
15903,575915,2011-11-11 16:33:00,3925.56,0.21,36,1405.2
15903,575978,2011-11-13 13:27:00,4397.16,0.24,36,471.6
15903,579523,2011-11-30 08:08:00,5126.76,0.28,36,729.6
15904,580094,2011-12-01 14:50:00,164.68,0.01,36,164.68
15906,548158,2011-03-29 13:28:00,341.93,0.02,36,341.93
15906,548159,2011-03-29 13:32:00,411.33,0.02,36,69.4
15906,551816,2011-05-04 11:50:00,683.16,0.04,36,271.83
15906,560355,2011-07-18 11:37:00,797.71,0.04,36,114.55
15906,569222,2011-10-02 13:46:00,1388.2,0.07,36,590.49
15906,577498,2011-11-20 12:22:00,1543.58,0.08,36,155.38
15906,577499,2011-11-20 12:24:00,1567.69,0.08,36,24.11
15907,553141,2011-05-13 13:01:00,251.18,0.01,36,251.18
15907,557019,2011-06-16 12:45:00,529.52,0.03,36,278.34
15907,580884,2011-12-06 12:21:00,967.45,0.05,36,437.93
15909,557259,2011-06-19 10:38:00,191.94,0.01,36,191.94
15910,542345,2011-01-27 11:55:00,149.49,0.01,36,149.49
15910,544837,2011-02-24 10:29:00,310.9,0.02,36,161.41
15910,549240,2011-04-07 11:37:00,429.79,0.02,36,118.89
15910,553388,2011-05-16 16:36:00,550.61,0.03,36,120.82
15910,565209,2011-09-01 16:59:00,663.36,0.04,36,112.75
15910,569790,2011-10-06 11:42:00,851.77,0.05,36,188.41
15910,578664,2011-11-24 16:59:00,1098.83,0.06,36,247.06
15910,581502,2011-12-09 10:51:00,1232.18,0.07,36,133.35
15912,550818,2011-04-20 17:10:00,141.49,0.01,36,141.49
15912,556795,2011-06-14 14:29:00,264.62,0.01,36,123.13
15916,537799,2010-12-08 13:07:00,142.95,0.01,36,142.95
15916,537803,2010-12-08 13:14:00,232.45,0.01,36,89.5
15916,541110,2011-01-13 15:11:00,575.06,0.03,36,342.61
15916,549275,2011-04-07 13:09:00,735.18,0.04,36,160.12
15916,555198,2011-06-01 11:52:00,848.53,0.05,36,113.35
15916,568099,2011-09-23 15:18:00,967.43,0.05,36,118.9
15916,575482,2011-11-09 16:33:00,1339.71,0.07,36,372.28
15916,578275,2011-11-23 13:46:00,1528.09,0.08,36,188.38
15917,549056,2011-04-06 10:40:00,123.1,0.01,36,123.1
15918,546430,2011-03-13 15:55:00,142.0,0.01,36,142.0
15918,555343,2011-06-02 11:42:00,334.23,0.02,36,192.23
15919,537265,2010-12-06 11:26:00,270.72,0.01,36,270.72
15919,577473,2011-11-20 11:28:00,639.89,0.03,36,369.17
15920,559504,2011-07-08 15:16:00,35.33,0.0,36,35.33
15920,559507,2011-07-08 15:22:00,133.39,0.01,36,98.06
15920,559509,2011-07-08 15:25:00,165.13,0.01,36,31.74
15920,559511,2011-07-08 15:31:00,167.5,0.01,36,2.37
15921,557389,2011-06-20 11:03:00,336.03,0.02,36,336.03
15922,536537,2010-12-01 13:51:00,369.5,0.02,36,369.5
15923,536674,2010-12-02 12:16:00,127.08,0.01,36,127.08
15925,554998,2011-05-29 15:35:00,207.15,0.01,36,207.15
15930,569357,2011-10-03 14:52:00,426.63,0.02,36,426.63
15932,544806,2011-02-23 14:50:00,317.73,0.02,36,317.73
15932,546644,2011-03-15 13:28:00,657.07,0.04,36,339.34
15932,549880,2011-04-12 15:30:00,968.23,0.05,36,311.16
15932,552404,2011-05-09 12:39:00,1273.25,0.07,36,305.02
15932,558241,2011-06-27 15:28:00,1583.37,0.09,36,310.12
15932,564302,2011-08-24 12:00:00,1885.95,0.1,36,302.58
15932,566428,2011-09-12 14:24:00,2195.65,0.12,36,309.7
15932,580725,2011-12-05 17:13:00,2495.87,0.13,36,300.22
15933,566713,2011-09-14 12:05:00,411.81,0.02,36,411.81
15933,568990,2011-09-29 16:42:00,728.27,0.04,36,316.46
15933,577309,2011-11-18 13:14:00,1107.46,0.06,36,379.19
15935,549739,2011-04-12 09:35:00,308.82,0.02,36,308.82
15935,550131,2011-04-14 13:27:00,416.86,0.02,36,108.04
15937,569892,2011-10-06 15:48:00,145.35,0.01,36,145.35
15938,541609,2011-01-20 10:11:00,74.9,0.0,36,74.9
15938,547040,2011-03-20 10:53:00,137.6,0.01,36,62.7
15938,548942,2011-04-05 10:40:00,242.6,0.01,36,105.0
15938,554115,2011-05-22 15:03:00,335.3,0.02,36,92.7
15938,563836,2011-08-19 12:56:00,404.58,0.02,36,69.28
15939,540947,2011-01-12 12:43:00,747.06,0.04,36,747.06
15939,541505,2011-01-18 15:58:00,762.06,0.04,36,15.0
15939,542872,2011-02-01 12:42:00,1116.3,0.06,36,354.24
15939,545026,2011-02-25 14:51:00,1364.1,0.07,36,247.8
15939,546164,2011-03-10 10:04:00,1911.45,0.1,36,547.35
15939,547878,2011-03-27 16:01:00,2042.75,0.11,36,131.3
15939,549246,2011-04-07 12:02:00,3114.95,0.17,36,1072.2
15939,551148,2011-04-26 14:12:00,4380.35,0.24,36,1265.4
15939,554930,2011-05-27 13:17:00,4632.35,0.25,36,252.0
15939,556492,2011-06-12 14:48:00,5219.87,0.28,36,587.52
15939,561641,2011-07-28 15:03:00,5432.05,0.29,36,212.18
15939,561643,2011-07-28 15:04:00,5610.85,0.3,36,178.8
15939,563235,2011-08-15 09:18:00,5658.25,0.31,36,47.4
15939,564339,2011-08-24 14:46:00,5860.25,0.32,36,202.0
15939,566241,2011-09-11 11:30:00,6115.01,0.33,36,254.76
15940,542915,2011-02-01 16:18:00,35.8,0.0,36,35.8
15942,561689,2011-07-29 09:01:00,337.44,0.02,36,337.44
15944,545912,2011-03-08 10:33:00,325.1,0.02,36,325.1
15945,538048,2010-12-09 13:14:00,181.0,0.01,36,181.0
15947,567161,2011-09-18 10:46:00,1708.24,0.09,36,1708.24
15948,572923,2011-10-27 08:35:00,644.24,0.03,36,644.24
15948,580107,2011-12-01 15:32:00,955.24,0.05,36,311.0
15949,568999,2011-09-29 17:34:00,237.04,0.01,36,237.04
15949,578107,2011-11-23 09:09:00,364.72,0.02,36,127.68
15950,538992,2010-12-15 11:56:00,428.82,0.02,36,428.82
15950,564489,2011-08-25 14:13:00,1091.38,0.06,36,662.56
15950,567768,2011-09-22 11:17:00,1347.22,0.07,36,255.84
15950,575003,2011-11-08 11:09:00,1765.51,0.1,36,418.29
15951,545050,2011-02-27 11:57:00,375.17,0.02,36,375.17
15951,579900,2011-12-01 08:34:00,708.22,0.04,36,333.05
15952,551397,2011-04-28 12:55:00,232.65,0.01,36,232.65
15952,558768,2011-07-03 13:33:00,327.8,0.02,36,95.15
15952,569218,2011-10-02 12:47:00,581.4,0.03,36,253.6
15952,574619,2011-11-06 11:18:00,806.57,0.04,36,225.17
15953,537210,2010-12-05 15:15:00,209.84,0.01,36,209.84
15953,540862,2011-01-12 11:18:00,412.19,0.02,36,202.35
15953,545313,2011-03-01 13:55:00,654.22,0.04,36,242.03
15953,552945,2011-05-12 11:44:00,826.14,0.04,36,171.92
15953,569683,2011-10-05 14:39:00,1077.83,0.06,36,251.69
15953,572297,2011-10-23 14:30:00,1239.64,0.07,36,161.81
15953,576256,2011-11-14 14:09:00,1500.96,0.08,36,261.32
15953,578623,2011-11-24 15:32:00,1659.38,0.09,36,158.42
15955,536635,2010-12-02 11:22:00,572.38,0.03,36,572.38
15955,549551,2011-04-10 11:48:00,1064.17,0.06,36,491.79
15955,553920,2011-05-20 08:57:00,1445.62,0.08,36,381.45
15955,563078,2011-08-11 16:30:00,1926.27,0.1,36,480.65
15955,563079,2011-08-11 16:31:00,1943.97,0.1,36,17.7
15955,563080,2011-08-11 16:32:00,1981.11,0.11,36,37.14
15955,564430,2011-08-25 11:36:00,2447.85,0.13,36,466.74
15955,564431,2011-08-25 11:36:00,2463.65,0.13,36,15.8
15955,568917,2011-09-29 14:11:00,2940.79,0.16,36,477.14
15955,568918,2011-09-29 14:12:00,2965.99,0.16,36,25.2
15955,569550,2011-10-04 17:32:00,2974.49,0.16,36,8.5
15955,570669,2011-10-11 14:37:00,3428.82,0.19,36,454.33
15955,573140,2011-10-27 17:34:00,3845.28,0.21,36,416.46
15955,576581,2011-11-15 14:15:00,4416.26,0.24,36,570.98
15957,575051,2011-11-08 12:14:00,428.89,0.02,36,428.89
15958,568322,2011-09-26 13:41:00,104.35,0.01,36,104.35
15963,572667,2011-10-25 13:05:00,280.04,0.02,36,280.04
15963,577478,2011-11-20 11:33:00,470.76,0.03,36,190.72
15965,537607,2010-12-07 13:18:00,156.19,0.01,36,156.19
15965,575760,2011-11-11 10:50:00,662.59,0.04,36,506.4
15965,575764,2011-11-11 11:02:00,695.09,0.04,36,32.5
15965,578087,2011-11-22 16:44:00,845.64,0.05,36,150.55
15967,542057,2011-01-25 11:57:00,173.8,0.01,36,173.8
15967,576851,2011-11-16 15:41:00,418.83,0.02,36,245.03
15969,555832,2011-06-07 12:19:00,308.7,0.02,36,308.7
15969,572122,2011-10-21 08:24:00,531.1,0.03,36,222.4
15969,581058,2011-12-07 11:06:00,666.1,0.04,36,135.0
15970,543527,2011-02-09 12:08:00,314.1,0.02,36,314.1
15971,542919,2011-02-01 16:47:00,762.0,0.04,36,762.0
15971,545287,2011-03-01 11:42:00,879.0,0.05,36,117.0
15971,546508,2011-03-14 12:11:00,1063.5,0.06,36,184.5
15971,549689,2011-04-11 13:40:00,1086.15,0.06,36,22.65
15971,559127,2011-07-06 12:33:00,1388.05,0.07,36,301.9
15971,560919,2011-07-21 18:31:00,1818.05,0.1,36,430.0
15971,564089,2011-08-23 09:53:00,2109.45,0.11,36,291.4
15971,566318,2011-09-12 10:47:00,2326.75,0.13,36,217.3
15971,569368,2011-10-03 15:29:00,2586.85,0.14,36,260.1
15971,571594,2011-10-18 10:51:00,3294.85,0.18,36,708.0
15971,571595,2011-10-18 10:52:00,3995.85,0.22,36,701.0
15971,578010,2011-11-22 12:50:00,4199.85,0.23,36,204.0
15973,537760,2010-12-08 11:42:00,307.82,0.02,36,307.82
15974,544833,2011-02-24 10:10:00,769.24,0.04,36,769.24
15974,545883,2011-03-07 15:40:00,917.19,0.05,36,147.95
15974,552905,2011-05-12 11:10:00,1573.49,0.08,36,656.3
15974,556071,2011-06-08 14:52:00,2054.85,0.11,36,481.36
15974,561698,2011-07-29 10:21:00,2547.13,0.14,36,492.28
15974,565618,2011-09-05 15:40:00,2895.01,0.16,36,347.88
15974,573546,2011-10-31 13:13:00,3442.15,0.19,36,547.14
15975,567104,2011-09-16 13:33:00,371.01,0.02,36,371.01
15976,551724,2011-05-03 17:12:00,209.99,0.01,36,209.99
15976,558200,2011-06-27 13:00:00,430.94,0.02,36,220.95
15977,573666,2011-10-31 16:24:00,355.63,0.02,36,355.63
15977,578027,2011-11-22 13:29:00,1054.73,0.06,36,699.1
15978,568101,2011-09-23 15:21:00,1098.78,0.06,36,1098.78
15980,548353,2011-03-30 15:05:00,760.18,0.04,36,760.18
15980,566310,2011-09-12 09:39:00,2228.76,0.12,36,1468.58
15980,566311,2011-09-12 09:41:00,2398.86,0.13,36,170.1
