CustomerID,Frequency,Recency,MonetaryValue,AverageOrderValue,TotalQuantity,Customer_Status
14050,2,32,746.36,373.18,689,Inactive
14051,23,1,15610.39,678.71,3756,VIP
14052,1,20,225.36,225.36,89,Inactive
14053,2,124,260.25,130.12,215,Inactive
14054,1,65,92.46,92.46,62,Inactive
14055,1,106,725.64,725.64,216,Inactive
14056,23,1,8214.65,357.16,4273,Loyal
14057,17,24,6217.96,365.76,4876,Risk
14059,1,267,183.6,183.6,128,Inactive
14060,19,5,6140.42,323.18,5386,Loyal
14062,12,10,10464.85,872.07,5593,VIP
14064,5,29,1353.74,270.75,1788,Risk
14066,1,267,152.55,152.55,45,Inactive
14067,2,64,374.7,187.35,361,Inactive
14068,1,320,265.85,265.85,73,Inactive
14071,7,4,1307.41,186.77,900,Loyal
14073,1,32,151.04,151.04,130,Inactive
14075,3,5,942.26,314.09,754,New
14076,1,129,122.47,122.47,81,Inactive
14077,5,41,499.42,99.88,268,Risk
14078,6,102,1049.37,174.9,310,Risk
14079,1,125,375.1,375.1,301,Inactive
14080,1,33,45.6,45.6,48,Inactive
14081,2,302,934.52,467.26,596,Inactive
14082,1,365,182.25,182.25,110,Inactive
14083,9,4,1018.43,113.16,732,Loyal
14085,18,2,4448.54,247.14,3184,Loyal
14087,1,3,194.42,194.42,251,New
14088,13,10,50491.81,3883.99,12665,VIP
14089,1,57,161.0,161.0,134,Inactive
14090,1,325,76.32,76.32,72,Inactive
14092,14,8,4076.91,291.21,2066,Loyal
14093,1,12,442.85,442.85,406,New
14096,17,4,65164.79,3833.22,16352,VIP
14098,1,37,147.35,147.35,104,Inactive
14099,11,16,3104.17,282.2,2179,Loyal
14100,1,138,194.9,194.9,64,Inactive
14101,6,74,5976.79,996.13,6942,Risk
14102,5,5,1360.28,272.06,961,Loyal
14104,2,155,216.21,108.1,72,Inactive
14105,1,239,1266.23,1266.23,800,Inactive
14107,7,52,2703.23,386.18,1793,Risk
14108,2,31,597.91,298.96,381,Inactive
14109,1,73,144.2,144.2,88,Inactive
14110,12,4,5683.15,473.6,2445,VIP
14111,4,14,692.85,173.21,458,New
14112,7,23,2915.15,416.45,1651,Risk
14113,4,4,1840.42,460.1,745,New
14114,2,274,386.53,193.26,101,Inactive
14116,5,20,1382.74,276.55,707,Risk
14117,1,144,90.0,90.0,72,Inactive
14121,4,4,2780.15,695.04,2082,New
14124,1,84,419.58,419.58,1618,Inactive
14125,3,11,2740.43,913.48,1640,New
14126,2,11,643.63,321.82,458,New
14127,3,123,709.71,236.57,321,Inactive
14128,2,61,637.5,318.75,564,Inactive
14129,5,2,1123.86,224.77,592,Loyal
14130,1,319,483.86,483.86,258,Inactive
14132,11,2,3586.03,326.0,3368,Loyal
14133,3,130,605.64,201.88,348,Inactive
14135,15,2,4690.31,312.69,3850,Loyal
14138,2,2,982.38,491.19,610,New
14139,1,46,415.82,415.82,510,Inactive
14140,2,4,935.05,467.52,811,New
14141,4,3,915.13,228.78,355,New
14142,1,373,311.81,311.81,313,Inactive
14143,1,134,115.8,115.8,30,Inactive
14145,3,47,3148.2,1049.4,636,Inactive
14146,4,9,2949.57,737.39,1886,New
14147,2,78,483.4,241.7,108,Inactive
14148,1,234,157.2,157.2,16,Inactive
14149,1,221,446.62,446.62,218,Inactive
14150,2,36,658.64,329.32,496,Inactive
14152,2,75,621.29,310.64,711,Inactive
14154,2,239,1345.62,672.81,465,Inactive
14155,1,266,118.75,118.75,25,Inactive
14156,55,10,117379.63,2134.18,57885,VIP
14157,2,20,432.88,216.44,284,Inactive
14158,1,40,507.66,507.66,781,Inactive
14159,11,20,4693.01,426.64,4408,Risk
14161,3,216,1110.52,370.17,455,Inactive
14162,2,174,289.36,144.68,142,Inactive
14163,4,87,2445.91,611.48,893,Inactive
14164,2,71,1631.77,815.88,1033,Inactive
14165,1,276,122.54,122.54,54,Inactive
14167,4,39,574.84,143.71,150,Inactive
14171,1,98,363.79,363.79,167,Inactive
14173,4,11,450.84,112.71,150,New
14174,1,33,134.46,134.46,94,Inactive
14175,3,60,3222.3,1074.1,1515,Inactive
14176,4,297,576.9,144.23,209,Inactive
14177,4,86,559.41,139.85,205,Inactive
14178,7,9,1620.93,231.56,1505,Loyal
14179,2,41,719.78,359.89,330,Inactive
14180,25,11,4748.52,189.94,719,Loyal
14184,1,67,452.89,452.89,127,Inactive
14185,1,331,197.65,197.65,6,Inactive
14188,6,31,2054.36,342.39,1162,Risk
14189,15,2,4654.08,310.27,3937,Loyal
14191,13,2,4684.76,360.37,3662,Loyal
14193,2,68,853.39,426.7,445,Inactive
14194,21,5,11349.52,540.45,5840,VIP
14195,2,202,1012.0,506.0,760,Inactive
14196,1,107,335.52,335.52,142,Inactive
14198,4,18,701.4,175.35,290,New
14199,1,218,185.4,185.4,28,Inactive
14201,7,60,747.44,106.78,590,Risk
14204,1,2,161.03,161.03,82,New
14205,2,17,466.7,233.35,204,New
14206,1,239,328.16,328.16,276,Inactive
14208,1,95,151.74,151.74,114,Inactive
14209,6,11,2073.43,345.57,691,Loyal
14210,6,106,1905.84,317.64,760,Risk
14211,9,53,2241.1,249.01,1242,Risk
14212,1,90,1070.48,1070.48,1152,Inactive
14214,5,31,1004.38,200.88,751,Risk
14215,6,12,1789.72,298.29,1358,Loyal
14216,4,3,1839.3,459.82,594,New
14217,17,2,2004.98,117.94,689,Loyal
14218,1,43,169.48,169.48,160,Inactive
14219,1,4,89.94,89.94,78,New
14220,2,247,632.4,316.2,272,Inactive
14221,9,42,3432.8,381.42,2191,Risk
14222,1,177,683.17,683.17,607,Inactive
14223,3,92,991.13,330.38,585,Inactive
14224,4,110,1050.12,262.53,514,Inactive
14226,5,29,2232.19,446.44,1308,Risk
14227,10,26,3350.96,335.1,1820,Risk
14229,3,52,1547.2,515.73,610,Inactive
14231,3,184,925.71,308.57,409,Inactive
14232,5,43,2048.07,409.61,1941,Risk
14233,4,49,1462.72,365.68,680,Inactive
14234,4,22,775.46,193.86,963,Inactive
14235,5,75,3144.86,628.97,1959,Risk
14236,2,81,490.86,245.43,310,Inactive
14237,1,373,161.0,161.0,38,Inactive
14238,1,326,146.85,146.85,111,Inactive
14239,11,43,2380.85,216.44,993,Risk
14240,2,30,890.34,445.17,418,Inactive
14241,1,184,213.7,213.7,146,Inactive
14242,2,235,280.55,140.27,123,Inactive
14243,10,9,2588.77,258.88,1221,Loyal
14245,2,220,1693.45,846.72,976,Inactive
14246,3,111,1474.06,491.35,804,Inactive
14247,1,278,136.77,136.77,47,Inactive
14248,1,318,302.58,302.58,102,Inactive
14250,3,7,1904.05,634.68,1200,New
14251,5,2,2879.7,575.94,1674,VIP
14256,2,260,969.06,484.53,414,Inactive
14257,5,64,3099.72,619.94,1682,Risk
14258,9,9,12669.98,1407.78,7100,VIP
14259,1,142,120.0,120.0,68,Inactive
14261,2,51,1163.45,581.72,406,Inactive
14262,8,8,2618.23,327.28,1645,Loyal
14264,2,155,333.97,166.98,70,Inactive
14265,2,109,530.18,265.09,330,Inactive
14267,3,163,1516.24,505.41,530,Inactive
14270,1,332,492.65,492.65,197,Inactive
14271,1,226,112.32,112.32,88,Inactive
14272,2,74,437.96,218.98,599,Inactive
14273,4,51,559.97,139.99,264,Inactive
14276,3,99,1119.74,373.25,744,Inactive
14277,3,15,4216.2,1405.4,1984,New
14280,1,197,134.04,134.04,52,Inactive
14282,15,3,3729.34,248.62,2668,Loyal
14284,2,31,595.25,297.62,161,Inactive
14285,4,21,1910.01,477.5,541,Inactive
14286,3,24,4628.75,1542.92,4338,Inactive
14287,3,8,176.63,58.88,261,New
14288,1,213,426.6,426.6,188,Inactive
14289,6,9,911.26,151.88,292,Loyal
14290,5,11,2314.65,462.93,915,VIP
14291,11,2,3883.25,353.02,2749,Loyal
14292,9,8,4871.93,541.33,1663,VIP
14293,4,3,1046.56,261.64,709,New
14295,1,40,166.2,166.2,84,Inactive
14297,3,18,1290.48,430.16,862,New
14298,44,8,51527.3,1171.08,58343,VIP
14299,9,8,3965.62,440.62,2149,VIP
14300,1,19,43.2,43.2,32,Inactive
14301,1,117,640.14,640.14,606,Inactive
14304,1,223,383.45,383.45,139,Inactive
14305,3,71,1858.96,619.65,1089,Inactive
14306,2,51,2093.32,1046.66,1075,Inactive
14307,6,89,2995.72,499.29,2058,Risk
14309,9,8,2352.53,261.39,1633,Loyal
14311,1,243,310.26,310.26,146,Inactive
14312,6,47,1611.59,268.6,1012,Risk
14314,1,107,120.0,120.0,296,Inactive
14315,6,45,2481.13,413.52,1021,Risk
14317,1,65,508.58,508.58,255,Inactive
14320,2,207,477.79,238.9,325,Inactive
14321,5,11,1530.75,306.15,2406,Loyal
14323,2,115,605.06,302.53,350,Inactive
14326,1,242,183.85,183.85,103,Inactive
14327,1,163,311.65,311.65,139,Inactive
14329,7,17,5014.84,716.41,3095,VIP
14331,2,124,462.66,231.33,252,Inactive
14332,3,23,866.31,288.77,481,Inactive
14333,1,68,415.2,415.2,58,Inactive
14334,8,17,2552.21,319.03,1731,Loyal
14335,2,16,468.26,234.13,379,New
14336,4,17,1614.91,403.73,1759,New
14338,2,161,588.22,294.11,335,Inactive
14339,1,243,309.52,309.52,168,Inactive
14340,1,219,134.7,134.7,58,Inactive
14341,8,45,2182.28,272.79,1403,Risk
14342,4,21,668.56,167.14,347,Inactive
14344,8,127,889.93,111.24,477,Risk
14345,1,39,108.98,108.98,50,Inactive
14346,2,121,1021.58,510.79,605,Inactive
14348,1,260,409.57,409.57,183,Inactive
14349,1,10,133.5,133.5,86,New
14350,1,274,282.93,282.93,183,Inactive
14351,1,165,51.0,51.0,12,Inactive
14352,4,157,1078.96,269.74,538,Inactive
14353,1,215,90.6,90.6,64,Inactive
14354,2,6,163.62,81.81,210,New
14355,1,366,174.4,174.4,92,Inactive
14356,2,80,701.23,350.62,277,Inactive
14357,1,43,225.77,225.77,148,Inactive
14359,3,19,912.18,304.06,371,Inactive
14360,4,32,2128.23,532.06,1151,Inactive
14362,1,22,161.2,161.2,100,Inactive
14364,8,109,3717.35,464.67,1967,Risk
14367,15,8,9199.57,613.3,4417,VIP
14368,1,320,155.0,155.0,36,Inactive
14371,1,295,100.5,100.5,34,Inactive
14373,1,358,76.55,76.55,17,Inactive
14375,1,185,257.68,257.68,194,Inactive
14377,2,191,617.05,308.52,219,Inactive
14379,2,44,348.1,174.05,292,Inactive
14381,1,52,202.68,202.68,146,Inactive
14382,1,26,626.07,626.07,1237,Inactive
14383,3,38,1247.69,415.9,817,Inactive
14385,3,9,202.11,67.37,159,New
14386,1,297,142.4,142.4,54,Inactive
14387,3,33,1770.56,590.19,819,Inactive
14388,8,10,3212.84,401.6,1941,Loyal
14389,2,65,1043.46,521.73,729,Inactive
14390,9,10,4652.82,516.98,2136,VIP
14393,1,218,67.95,67.95,13,Inactive
14395,9,2,3507.71,389.75,1693,Loyal
14396,2,65,487.99,244.0,225,Inactive
14397,19,3,2612.96,137.52,1890,Loyal
14400,1,149,574.7,574.7,454,Inactive
14401,13,4,4051.48,311.65,4507,Loyal
14403,4,130,1475.81,368.95,519,Inactive
14404,6,34,1474.32,245.72,839,Risk
14406,1,119,156.75,156.75,77,Inactive
14407,6,107,2157.73,359.62,1415,Risk
14408,7,11,2606.53,372.36,1616,Loyal
14409,5,71,1908.25,381.65,1158,Risk
14410,9,92,1105.07,122.79,571,Risk
14411,1,311,1063.0,1063.0,196,Inactive
14412,2,43,770.03,385.02,786,Inactive
14413,1,362,122.7,122.7,68,Inactive
14414,7,92,1496.98,213.85,2512,Risk
14415,13,1,5900.28,453.87,3011,VIP
14416,2,22,490.22,245.11,326,Inactive
14418,3,4,1937.25,645.75,1711,New
14419,6,11,1058.06,176.34,487,Loyal
14420,1,99,387.52,387.52,334,Inactive
14421,2,57,813.11,406.56,365,Inactive
14422,6,1,4263.64,710.61,2906,VIP
14423,1,218,265.2,265.2,120,Inactive
14424,1,18,322.08,322.08,48,New
14426,10,24,4481.67,448.17,2699,Risk
14427,2,50,363.34,181.67,228,Inactive
14428,5,7,1244.83,248.97,436,Loyal
14431,1,303,470.36,470.36,130,Inactive
14432,6,10,2255.51,375.92,2070,Loyal
14434,6,22,1372.8,228.8,368,Risk
14436,1,99,89.06,89.06,129,Inactive
14437,1,366,63.0,63.0,60,Inactive
14438,1,306,131.9,131.9,82,Inactive
14439,1,320,2661.24,2661.24,526,Inactive
14440,5,8,2357.68,471.54,588,VIP
14441,4,1,1712.89,428.22,446,New
14442,2,205,1589.82,794.91,482,Inactive
14443,4,54,1420.2,355.05,938,Inactive
14446,4,1,1039.58,259.9,933,New
14447,5,19,1163.23,232.65,571,Risk
14448,2,9,375.35,187.68,104,New
14449,4,19,907.1,226.78,757,Inactive
14450,3,181,483.25,161.08,241,Inactive
14451,2,60,662.59,331.29,389,Inactive
14452,2,11,264.44,132.22,119,New
14453,1,190,119.93,119.93,49,Inactive
14456,9,5,3062.4,340.27,2908,Loyal
14457,1,311,113.64,113.64,88,Inactive
14459,1,155,1837.92,1837.92,760,Inactive
14460,3,110,434.34,144.78,881,Inactive
14461,3,148,2103.06,701.02,766,Inactive
14462,11,66,2004.02,182.18,964,Risk
14463,3,98,529.62,176.54,179,Inactive
14465,3,247,1058.62,352.87,405,Inactive
14466,7,29,2272.4,324.63,1006,Risk
14467,4,18,598.76,149.69,278,New
14470,2,12,461.19,230.6,193,New
14472,8,104,1936.84,242.1,1160,Risk
14473,2,74,234.34,117.17,88,Inactive
14474,1,46,547.66,547.66,140,Inactive
14475,3,72,925.85,308.62,447,Inactive
14476,1,257,215.7,215.7,132,Inactive
14477,4,20,1309.6,327.4,720,Inactive
14479,2,254,316.25,158.12,117,Inactive
14480,1,11,279.05,279.05,143,New
14481,2,165,636.51,318.26,489,Inactive
14482,6,18,2068.15,344.69,1646,Loyal
14483,1,282,137.1,137.1,97,Inactive
14484,1,50,321.92,321.92,210,Inactive
14485,1,39,165.75,165.75,71,Inactive
14487,6,27,1196.33,199.39,735,Risk
14488,1,68,1064.28,1064.28,799,Inactive
14489,1,207,463.38,463.38,299,Inactive
14491,2,175,340.93,170.46,139,Inactive
14493,5,7,2383.24,476.65,1285,VIP
14494,1,26,139.56,139.56,92,Inactive
14495,2,51,123.8,61.9,62,Inactive
14496,2,312,538.81,269.41,159,Inactive
14497,1,309,475.37,475.37,235,Inactive
14498,5,43,1957.32,391.46,1098,Risk
14499,3,26,815.32,271.77,501,Inactive
14500,3,88,356.85,118.95,117,Inactive
14501,2,184,251.21,125.6,161,Inactive
14502,10,20,2381.12,238.11,1489,Risk
14503,6,3,3543.26,590.54,2004,VIP
14504,4,47,673.26,168.32,308,Inactive
14505,8,17,5905.64,738.2,2759,VIP
14506,5,17,2012.17,402.43,730,Loyal
14507,6,24,1383.18,230.53,600,Risk
14508,2,22,276.42,138.21,131,Inactive
14511,5,11,1314.81,262.96,784,Loyal
14512,2,188,275.28,137.64,122,Inactive
14513,3,101,455.59,151.86,361,Inactive
14514,3,61,1055.35,351.78,589,Inactive
14515,6,18,2102.09,350.35,1134,Loyal
14517,2,33,330.45,165.22,91,Inactive
14518,1,64,174.37,174.37,278,Inactive
14520,2,2,270.6,135.3,146,New
14522,4,24,974.54,243.64,525,Inactive
14523,1,108,241.09,241.09,251,Inactive
14524,9,32,1867.68,207.52,676,Risk
14525,9,20,4332.2,481.36,2696,Risk
14527,55,3,8508.82,154.71,2089,Loyal
14528,1,37,364.22,364.22,278,Inactive
14529,3,60,620.04,206.68,348,Inactive
14530,6,26,2925.91,487.65,1410,Risk
14532,4,236,932.85,233.21,284,Inactive
14533,7,25,1949.72,278.53,4019,Risk
14534,18,3,4447.05,247.06,2047,Loyal
14535,3,60,2864.19,954.73,1831,Inactive
14536,1,260,171.8,171.8,40,Inactive
14537,1,58,355.56,355.56,120,Inactive
14538,2,65,388.25,194.12,155,Inactive
14539,2,16,537.48,268.74,428,New
14540,3,10,996.26,332.09,421,New
14541,8,59,1461.65,182.71,647,Risk
14542,1,186,103.25,103.25,19,Inactive
14543,15,29,3615.33,241.02,667,Risk
14544,2,24,2024.45,1012.22,1543,Inactive
14546,5,5,2578.09,515.62,1317,VIP
14547,8,4,4007.54,500.94,2668,VIP
14548,2,151,652.8,326.4,256,Inactive
14549,1,311,289.24,289.24,136,Inactive
14550,2,11,765.62,382.81,394,New
14551,2,18,186.23,93.12,106,New
14552,1,152,165.07,165.07,91,Inactive
14553,5,19,859.27,171.85,493,Risk
14554,4,10,2381.04,595.26,1478,New
14555,2,57,324.14,162.07,130,Inactive
14560,21,7,2184.13,104.01,1224,Loyal
14561,3,76,1080.76,360.25,1014,Inactive
14562,18,4,5074.77,281.93,1834,Loyal
14565,4,96,3099.12,774.78,1540,Inactive
14566,1,111,1432.0,1432.0,800,Inactive
14567,2,57,1530.36,765.18,412,Inactive
14569,1,1,227.39,227.39,79,New
14570,2,281,218.06,109.03,95,Inactive
14572,7,3,2832.84,404.69,1428,Loyal
14573,9,180,1653.42,183.71,544,Risk
14576,1,372,35.4,35.4,12,Inactive
14577,4,13,859.71,214.93,353,New
14578,1,3,168.63,168.63,240,New
14581,1,17,138.6,138.6,217,New
14582,1,41,114.11,114.11,73,Inactive
14583,5,6,1052.55,210.51,792,Loyal
14584,4,169,1042.26,260.56,383,Inactive
14585,1,50,157.05,157.05,91,Inactive
14586,1,277,237.36,237.36,444,Inactive
14587,9,19,1601.14,177.9,761,Risk
14589,1,372,39.75,39.75,5,Inactive
14591,4,15,1447.14,361.78,1297,New
14592,3,35,570.46,190.15,415,Inactive
14593,3,22,617.99,206.0,332,Inactive
14594,2,7,379.83,189.92,185,New
14595,6,20,1740.6,290.1,978,Risk
14597,2,11,883.15,441.58,577,New
14598,1,44,221.97,221.97,189,Inactive
14600,1,306,393.33,393.33,125,Inactive
14601,1,11,213.96,213.96,168,New
14603,1,275,660.0,660.0,400,Inactive
14606,93,1,12156.65,130.72,6224,Loyal
14607,12,16,11421.1,951.76,8006,VIP
14608,4,4,1785.15,446.29,437,New
14609,4,72,601.56,150.39,7026,Inactive
14616,3,243,406.08,135.36,104,Inactive
14618,3,9,553.44,184.48,264,New
14619,1,246,394.44,394.44,152,Inactive
14620,2,206,412.78,206.39,214,Inactive
14621,5,1,1788.36,357.67,993,Loyal
14622,1,185,320.58,320.58,146,Inactive
14623,5,32,889.25,177.85,419,Risk
14624,2,57,225.85,112.92,162,Inactive
14625,2,196,899.63,449.82,335,Inactive
14626,4,24,2791.27,697.82,1403,Inactive
14628,2,91,671.96,335.98,272,Inactive
14629,2,4,959.01,479.5,380,New
14631,3,51,1006.98,335.66,622,Inactive
14632,1,263,114.56,114.56,96,Inactive
14633,1,266,344.9,344.9,96,Inactive
14636,2,36,609.85,304.92,241,Inactive
14638,1,51,443.6,443.6,166,Inactive
14639,6,52,2984.49,497.42,1431,Risk
14640,6,24,2125.08,354.18,886,Risk
14641,1,22,110.46,110.46,90,Inactive
14642,1,59,96.12,96.12,76,Inactive
14643,2,170,693.81,346.9,815,Inactive
14644,2,68,830.76,415.38,258,Inactive
14645,2,157,597.09,298.54,381,Inactive
14646,73,2,280206.02,3838.44,196915,VIP
14647,1,201,243.22,243.22,95,Inactive
14649,4,5,1417.29,354.32,1018,New
14651,2,67,654.6,327.3,344,Inactive
14652,1,77,114.18,114.18,53,Inactive
14653,7,1,1947.55,278.22,950,Loyal
14655,4,8,1932.23,483.06,1089,New
14656,2,169,291.05,145.52,120,Inactive
14657,4,18,848.22,212.06,466,New
14658,2,5,247.15,123.58,47,New
14659,9,9,2529.93,281.1,1195,Loyal
14660,2,87,285.74,142.87,228,Inactive
14661,1,27,107.95,107.95,35,Inactive
14662,4,29,771.17,192.79,602,Inactive
14664,2,20,637.89,318.94,466,Inactive
14665,4,90,1276.18,319.04,502,Inactive
14666,1,24,195.25,195.25,161,Inactive
14667,25,11,9241.2,369.65,5385,Loyal
14669,3,242,1269.99,423.33,775,Inactive
14670,2,280,411.53,205.76,337,Inactive
14672,2,235,765.55,382.78,454,Inactive
14673,5,3,1736.4,347.28,1004,Loyal
14675,1,16,604.75,604.75,341,New
14676,6,31,2548.24,424.71,2500,Risk
14680,16,25,28754.11,1797.13,13476,Risk
14681,3,71,498.95,166.32,76,Inactive
14682,2,188,52.0,26.0,80,Inactive
14684,5,26,1236.28,247.26,853,Risk
14687,1,107,628.38,628.38,470,Inactive
14688,21,8,5630.87,268.14,3621,Loyal
14689,1,209,112.8,112.8,76,Inactive
14690,2,44,371.7,185.85,170,Inactive
14691,5,31,2114.33,422.87,707,Risk
14692,4,137,591.55,147.89,265,Inactive
14693,1,265,172.9,172.9,34,Inactive
14696,7,4,2078.95,296.99,1630,Loyal
14697,2,218,188.61,94.3,181,Inactive
14698,5,2,1250.76,250.15,615,Loyal
14699,1,214,109.13,109.13,77,Inactive
14700,3,32,2235.3,745.1,1342,Inactive
14701,9,11,2549.37,283.26,932,Loyal
14702,17,1,3292.14,193.66,1454,Loyal
14703,1,15,318.17,318.17,183,New
14704,9,11,1546.91,171.88,1082,Loyal
14705,1,199,179.0,179.0,100,Inactive
14708,3,3,1126.37,375.46,621,New
14709,13,15,4921.04,378.54,2484,Loyal
14710,4,14,606.13,151.53,378,New
14711,11,10,2868.8,260.8,978,Loyal
14712,3,29,917.07,305.69,315,Inactive
14713,11,9,2666.36,242.4,1615,Loyal
14714,1,24,160.19,160.19,229,Inactive
14715,4,25,867.38,216.84,521,Inactive
14716,2,43,329.68,164.84,604,Inactive
14719,5,2,1602.13,320.43,1032,Loyal
14720,3,6,663.81,221.27,219,New
14722,1,147,187.92,187.92,120,Inactive
14723,6,10,1158.3,193.05,695,Loyal
14725,1,25,718.08,718.08,593,Inactive
14727,1,274,268.58,268.58,62,Inactive
14729,1,374,313.49,313.49,197,Inactive
14730,8,1,2005.06,250.63,1132,Loyal
14731,3,47,380.02,126.67,256,Inactive
14732,8,8,2702.49,337.81,1405,Loyal
14733,12,16,9585.91,798.83,3764,VIP
14735,31,4,5847.59,188.63,2178,Loyal
14737,3,4,1164.55,388.18,345,New
14738,7,43,1314.45,187.78,601,Risk
14739,7,4,3902.28,557.47,3820,VIP
14740,3,197,1448.21,482.74,735,Inactive
14741,6,12,1400.34,233.39,841,Loyal
14744,7,16,1099.98,157.14,627,Loyal
14745,5,113,1220.26,244.05,1038,Risk
14747,1,249,328.2,328.2,84,Inactive
14748,5,29,1415.75,283.15,1223,Risk
14752,1,44,389.64,389.64,260,Inactive
14753,1,87,563.15,563.15,211,Inactive
14754,2,45,638.05,319.02,486,Inactive
14755,11,10,5010.28,455.48,2219,VIP
14756,1,15,738.96,738.96,416,New
14757,1,75,420.5,420.5,160,Inactive
14758,4,145,1484.06,371.02,419,Inactive
14759,3,5,1625.97,541.99,569,New
14760,1,297,89.2,89.2,40,Inactive
14761,2,59,255.9,127.95,118,Inactive
14762,1,264,300.52,300.52,341,Inactive
14764,1,47,278.3,278.3,190,Inactive
14765,3,29,254.11,84.7,135,Inactive
14766,6,8,2473.37,412.23,1349,Loyal
14768,2,17,192.6,96.3,52,New
14769,8,3,10674.75,1334.34,7436,VIP
14770,2,232,876.42,438.21,490,Inactive
14772,1,112,139.26,139.26,82,Inactive
14775,3,58,1011.9,337.3,1174,Inactive
14776,10,51,2208.06,220.81,2694,Risk
14778,2,127,730.86,365.43,306,Inactive
14779,3,281,386.15,128.72,84,Inactive
14780,2,55,447.68,223.84,310,Inactive
14782,1,320,200.1,200.1,114,Inactive
14784,2,26,289.99,145.0,237,Inactive
14785,2,10,77.4,38.7,84,New
14788,2,7,679.44,339.72,421,New
14789,1,29,197.64,197.64,116,Inactive
14790,4,17,745.06,186.26,699,New
14792,1,64,6.2,6.2,2,Inactive
14793,1,21,228.99,228.99,91,Inactive
14794,7,3,1319.91,188.56,673,Loyal
14795,1,166,131.45,131.45,17,Inactive
14796,17,1,8022.49,471.91,6025,VIP
14798,3,53,173.74,57.91,150,Inactive
14799,1,51,157.7,157.7,146,Inactive
14800,12,48,4339.74,361.64,3655,Risk
14801,1,61,193.14,193.14,175,Inactive
14803,3,162,845.55,281.85,370,Inactive
14804,1,9,353.27,353.27,121,New
14805,4,15,554.65,138.66,115,New
14806,1,75,193.39,193.39,330,Inactive
14808,8,40,2741.17,342.65,2147,Risk
14810,11,41,2087.88,189.81,1016,Risk
14813,2,370,155.43,77.72,67,Inactive
14815,2,37,778.5,389.25,744,Inactive
14816,1,197,271.85,271.85,5,Inactive
14817,2,200,1110.34,555.17,655,Inactive
14818,3,74,657.8,219.27,324,Inactive
14819,2,64,272.07,136.04,109,Inactive
14820,4,21,507.29,126.82,253,Inactive
14821,1,367,48.8,48.8,20,Inactive
14823,3,180,321.43,107.14,88,Inactive
14824,4,10,1127.71,281.93,525,New
14825,12,4,2226.91,185.58,991,Loyal
14828,3,197,2139.76,713.25,2172,Inactive
14829,4,29,697.55,174.39,452,Inactive
14830,1,53,197.13,197.13,169,Inactive
14834,6,18,1720.3,286.72,734,Loyal
14836,3,10,102.45,34.15,45,New
14837,4,90,1649.5,412.38,1436,Inactive
14840,1,268,62.85,62.85,31,Inactive
14841,6,53,3295.76,549.29,1778,Risk
14842,4,44,2824.69,706.17,1166,Inactive
14844,4,64,3189.81,797.45,1833,Inactive
14847,1,149,309.4,309.4,120,Inactive
14849,25,22,7930.54,317.22,5694,Risk
14850,1,312,325.75,325.75,293,Inactive
14851,2,23,511.35,255.68,325,Inactive
14852,6,58,2836.69,472.78,1747,Risk
14853,2,24,475.8,237.9,82,Inactive
14854,7,78,2759.83,394.26,1832,Risk
14855,2,119,645.65,322.83,267,Inactive
14856,3,36,1311.38,437.13,714,Inactive
14857,2,60,1173.12,586.56,464,Inactive
14859,4,13,1353.74,338.44,671,New
14860,1,19,170.32,170.32,232,Inactive
14861,1,52,125.79,125.79,117,Inactive
14862,2,26,841.2,420.6,772,Inactive
14863,1,29,266.76,266.76,132,Inactive
14865,2,7,52.2,26.1,108,New
14866,12,11,14389.9,1199.16,6752,VIP
14867,3,186,710.28,236.76,328,Inactive
14868,8,3,2953.59,369.2,1405,Loyal
14869,2,9,725.7,362.85,550,New
14870,1,262,327.25,327.25,119,Inactive
14871,4,3,522.38,130.6,185,New
14873,1,210,519.68,519.68,168,Inactive
14875,2,108,1465.32,732.66,558,Inactive
14878,9,13,1485.54,165.06,802,Loyal
14880,3,77,706.19,235.4,373,Inactive
14881,1,20,255.4,255.4,316,Inactive
14882,2,27,589.7,294.85,158,Inactive
14883,6,19,761.59,126.93,790,Risk
14885,1,132,765.32,765.32,724,Inactive
14886,1,253,364.8,364.8,160,Inactive
14887,1,79,1862.0,1862.0,1100,Inactive
14888,1,207,369.2,369.2,184,Inactive
14889,1,336,135.9,135.9,90,Inactive
14890,1,254,125.65,125.65,51,Inactive
14891,2,148,554.38,277.19,505,Inactive
14893,2,10,1237.85,618.92,799,New
14894,1,85,655.75,655.75,265,Inactive
14895,20,8,11138.71,556.94,4851,VIP
14896,2,205,468.77,234.39,279,Inactive
14897,4,8,1366.38,341.6,468,New
14898,6,23,1303.52,217.25,1020,Risk
14901,9,11,1421.29,157.92,661,Loyal
14902,1,26,332.66,332.66,218,Inactive
14903,5,21,2810.63,562.13,1536,Risk
14904,2,2,1025.44,512.72,1985,New
14905,2,158,616.15,308.08,287,Inactive
14907,7,3,3501.1,500.16,1691,VIP
14908,1,74,277.8,277.8,132,Inactive
14910,4,3,434.35,108.59,238,New
14911,198,1,138767.1,700.84,77633,VIP
14912,2,17,867.85,433.92,971,New
14913,4,36,1227.43,306.86,1743,Inactive
14915,2,91,307.48,153.74,112,Inactive
14916,4,71,1268.98,317.24,1136,Inactive
14918,2,116,1610.15,805.08,675,Inactive
14920,2,213,977.77,488.88,509,Inactive
