StockCode,Description,CompletedRevenue,TotalQuantitySold,TotalInvoices,TotalCustomers,AverageInvoiceValue
21866,UNION JACK FLAG LUGGAGE TAG,670.46,537,106,79,6.33
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,669.91,491,51,38,13.14
23025,DRAWER KNOB VINTAGE GLASS BALL,669.61,317,46,40,14.56
21209,MULTICOLOUR HONEYCOMB FAN,669.12,1142,57,48,11.74
35646,VINTAGE BEAD PINK EVENING BAG,668.88,513,44,32,15.2
22336,DOVE DECORATION PAINTED ZINC ,668.09,2283,49,47,13.63
23597,PAPER BUNTING PAISLEY PARK,667.6,248,28,28,23.84
21696,SMALL SILVER TRELLIS CANDLEPOT,666.7,226,29,27,22.99
22685,FRENCH BLUE METAL DOOR SIGN 0,665.65,533,69,49,9.65
23568,EGG CUP HENRIETTA HEN CREAM ,664.52,580,28,24,23.73
22518,CHILDS GARDEN BRUSH BLUE,663.3,333,57,44,11.64
84279B,CHERRY BLOSSOM DECORATIVE FLASK,663.18,178,56,48,11.84
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,662.06,254,10,8,66.21
23547,WRAP FLOWER SHOP  ,661.5,1575,62,57,10.67
21880,RED RETROSPOT TAPE,661.14,1446,98,84,6.75
21991,BOHEMIAN COLLAGE STATIONERY SET,660.53,459,101,79,6.54
21272,SALLE DE BAIN HOOK,660.07,503,60,49,11.0
21066,VINTAGE RED MUG,657.62,688,41,32,16.04
22451,SILK PURSE BABUSHKA RED,657.5,202,38,35,17.3
21804,WHITE CHRISTMAS GARLAND STARS TREES,656.7,178,40,37,16.42
85032B,BLOSSOM IMAGES GIFT WRAP SET,655.8,739,92,83,7.13
21288,STRIPEY CHOCOLATE NESTING BOXES,655.6,232,39,33,16.81
21351,CINAMMON & ORANGE WREATH,654.55,101,31,27,21.11
22267,EASTER DECORATION EGG BUNNY ,653.45,827,74,66,8.83
23482,PEARLISED IVORY HEART LARGE ,651.15,415,36,32,18.09
22502,PICNIC BASKET WICKER 60 PIECES,649.5,1,1,1,649.5
20996,JAZZ HEARTS ADDRESS BOOK,648.69,3057,184,124,3.53
22281,EASTER TREE YELLOW BIRDS,648.55,109,43,35,15.08
22026,BANQUET BIRTHDAY  CARD  ,647.28,1572,100,71,6.47
21774,DECORATIVE CATS BATHROOM BOTTLE,647.03,835,52,39,12.44
22718,CARD CAT AND TREE ,646.56,1560,104,70,6.22
22321,BIRD DECORATION RED RETROSPOT,646.0,760,57,45,11.33
22251,BIRDHOUSE DECORATION MAGIC GARDEN,645.44,520,72,66,8.96
22276,WASH BAG VINTAGE ROSE PAISLEY,645.15,253,62,53,10.41
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8,310,59,53,10.93
21677,HEARTS  STICKERS,644.8,754,79,61,8.16
23524,WALL ART HORSE & PONY ,644.67,209,34,27,18.96
17021,NAMASTE SWAGAT INCENSE,643.14,2427,47,30,13.68
21398,RED POLKADOT COFFEE  MUG,642.75,1499,49,43,13.12
23325,RUSTIC STRAWBERRY JAM POT SMALL,642.0,408,27,24,23.78
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,641.9,1652,98,73,6.55
85019B,BLOSSOM  IMAGES NOTEBOOK SET,640.5,498,25,21,25.62
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,22,20,29.06
70007,HI TEC ALPINE HAND WARMER,639.36,732,53,46,12.06
22454,MEASURING TAPE BABUSHKA RED,639.0,228,37,31,17.27
22856,ASSORTED EASTER DECORATIONS  BELLS,635.28,552,21,20,30.25
23298,"BUNTING , SPOTTY ",634.7,146,7,7,90.67
22814,CARD PARTY GAMES ,633.78,1581,95,75,6.67
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,632.75,221,38,37,16.65
35923,CANDY HEART HANGING DECORATION,631.71,1265,41,30,15.41
21786,POLKADOT RAIN HAT ,631.15,1589,88,55,7.17
23551,PACK OF 12 PAISLEY PARK TISSUES ,630.63,1617,95,88,6.64
72232,FENG SHUI PILLAR CANDLE,630.23,3317,65,45,9.7
23019,SMALL APOTHECARY MEASURING JAR ,629.05,81,28,26,22.47
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,628.47,434,49,40,12.83
23453,OVAL  MINI PORTRAIT FRAME,627.45,323,46,40,13.64
85141,JARDIN ETCHED GLASS FRUITBOWL,627.45,123,38,32,16.51
23120,PACK OF 6 SMALL FRUIT STRAWS,627.36,1576,77,68,8.15
20704,MR ROBOT SOFT TOY,626.45,211,39,38,16.06
85114B,IVORY ENCHANTED FOREST PLACEMAT,626.1,394,51,36,12.28
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,17,14,36.75
22999,TRAVEL CARD WALLET RETRO PETALS,623.94,1489,87,60,7.17
84581,DOG TOY WITH PINK CROCHET SKIRT,623.26,166,70,60,8.9
79163,BLACK CHAMPAGNE GLASS,621.87,1517,33,25,18.84
22618,COOKING SET RETROSPOT,621.66,66,25,23,24.87
23224,CHERUB HEART DECORATION GOLD,620.45,719,59,44,10.52
21628,TRIANGULAR POUFFE VINTAGE ,620.4,44,16,14,38.78
85135C,RED DRAGONFLY HELICOPTER,620.1,78,49,41,12.66
22615,PACK OF 12 CIRCUS PARADE TISSUES ,618.42,2024,69,61,8.96
79066K,RETRO MOD TRAY,618.13,739,110,69,5.62
22393,PAPERWEIGHT VINTAGE COLLAGE,617.38,487,49,43,12.6
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,616.74,1254,102,87,6.05
22715,CARD WEDDING DAY,615.24,1506,98,78,6.28
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,614.63,918,166,98,3.7
22450,SILK PURSE BABUSHKA BLUE,614.0,184,52,41,11.81
23216,LAUREL HEART ANTIQUE GOLD,613.51,518,40,32,15.34
21424,WOODLAND STORAGE BOX LARGE ,612.05,227,22,19,27.82
22535,MAGIC DRAWING SLATE BUNNIES ,611.28,1668,109,88,5.61
21894,POTTING SHED SEED ENVELOPES,610.73,476,71,57,8.6
23492,VINTAGE JINGLE BELLS WREATH,610.5,74,26,24,23.48
23070,EDWARDIAN HEART PHOTO FRAME,610.05,147,33,29,18.49
23140,TRIPLE WIRE HOOK IVORY HEART,608.74,148,34,29,17.9
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,608.65,679,44,40,13.83
21054,NURSE'S BAG SOFT TOY,608.6,68,27,24,22.54
22481,BLACK TEA TOWEL CLASSIC DESIGN,608.52,694,84,68,7.24
21195,PINK  HONEYCOMB PAPER BALL ,607.86,417,24,21,25.33
21769,VINTAGE POST OFFICE CABINET,607.65,11,2,2,303.83
22533,MAGIC DRAWING SLATE BAKE A CAKE ,607.2,1744,77,68,7.89
23471,SIX DRAWER OFFICE TIDY,605.95,65,26,26,23.31
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,603.89,559,52,43,11.61
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,603.86,1176,110,86,5.49
22862,LOVE HEART NAPKIN BOX ,603.5,142,44,42,13.72
22981,PANTRY APPLE CORER,603.4,436,72,58,8.38
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,601.22,120,47,44,12.79
85177,BASKET OF FLOWERS SEWING KIT,600.61,775,42,40,14.3
84789,ENCHANTED BIRD PLANT CAGE,599.55,181,43,33,13.94
16225,RATTLE SNAKE EGGS,599.34,762,75,57,7.99
22520,CHILDS GARDEN TROWEL BLUE ,599.25,705,105,88,5.71
22228,BUNNY WOODEN PAINTED WITH BIRD ,598.16,852,93,81,6.43
23282,FOLDING BUTTERFLY MIRROR IVORY ,597.78,735,100,67,5.98
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,596.96,287,27,26,22.11
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,595.65,243,28,28,21.27
22701,PINK DOG BOWL,595.54,430,51,39,11.68
23124,18PC WOODEN CUTLERY SET DISPOSABLE,595.15,503,24,23,24.8
22057,CERAMIC PLATE STRAWBERRY DESIGN,594.54,542,55,46,10.81
21643,ASSORTED TUTTI FRUTTI MIRROR,594.26,490,31,27,19.17
23042,PAPER LANTERN 7 POINT SNOW STAR,591.85,89,24,24,24.66
22893,MINI CAKE STAND T-LIGHT HOLDER,591.84,1464,65,45,9.11
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,591.25,865,26,25,22.74
85199L,LARGE HANGING IVORY & RED WOOD BIRD,590.57,913,64,51,9.23
84660C,PINK STITCHED WALL CLOCK,590.57,639,27,20,21.87
21126,SET OF 6 GIRLS CELEBRATION CANDLES,590.44,476,66,57,8.95
23520,EMBROIDERED RIBBON REEL RUBY ,589.38,166,30,30,19.65
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,587.86,1346,61,53,9.64
22217,T-LIGHT HOLDER HANGING LACE,587.51,717,63,62,9.33
23018,LARGE APOTHECARY MEASURING JAR ,587.2,50,20,19,29.36
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,586.55,445,40,26,14.66
84754,S/15 SILVER GLASS BAUBLES IN BAG,586.46,502,36,35,16.29
22133,PINK LOVE HEART SHAPE CUP,585.78,702,60,41,9.76
85125,SMALL ROUND CUT GLASS CANDLESTICK,584.65,129,18,14,32.48
22999,TRAVEL CARD WALLET VINTAGE LEAF,581.7,1385,97,65,6.0
21883,STARS GIFT TAPE ,581.06,1368,93,82,6.25
22163,HEART STRING MEMO HOLDER HANGING,580.94,626,49,41,11.86
22279,POCKET BAG BLUE PAISLEY RED SPOT,578.41,480,46,43,12.57
22021,BLUE FELT EASTER EGG BASKET,577.5,350,64,60,9.02
21143,ANTIQUE GLASS HEART DECORATION ,577.2,296,26,26,22.2
22786,CUSHION COVER PINK UNION JACK,576.64,108,37,31,15.58
21684,SMALL MEDINA STAMPED METAL BOWL ,575.41,764,36,27,15.98
22035,VINTAGE CARAVAN GREETING CARD ,574.06,1406,87,65,6.6
40001,WHITE BAMBOO RIBS LAMPSHADE,573.71,755,35,23,16.39
84509B,SET OF 4 FAIRY CAKE PLACEMATS,570.0,152,47,37,12.13
22339,CHRISTMAS TREE PAINTED ZINC ,569.29,2283,51,44,11.16
22067,CHOC TRUFFLE GOLD TRINKET POT ,569.13,389,48,32,11.86
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,569.1,259,19,16,29.95
21627,ELEPHANT CARNIVAL POUFFE,568.1,38,24,14,23.67
21822,GLITTER CHRISTMAS TREE WITH BELLS,567.79,615,58,45,9.79
22684,FRENCH BLUE METAL DOOR SIGN 9,566.9,454,59,41,9.61
21171,BATHROOM METAL SIGN ,566.8,424,60,43,9.45
22288,HANGING METAL RABBIT DECORATION,566.25,453,39,37,14.52
85144,JARDIN ETCHED GLASS CHEESE DISH,564.85,219,39,37,14.48
22096,PINK PAISLEY SQUARE TISSUE BOX ,564.48,1364,109,89,5.18
22266,EASTER DECORATION HANGING BUNNY,563.35,1861,78,69,7.22
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,562.25,1217,84,72,6.69
23428,IVORY RETRO KITCHEN WALL CLOCK,559.5,70,26,25,21.52
85032C,CURIOUS IMAGES GIFT WRAP SET,558.6,585,83,71,6.73
85172,HYACINTH BULB T-LIGHT CANDLES,557.76,1328,40,34,13.94
22129,PARTY CONES CANDY TREE DECORATION,557.28,696,28,27,19.9
35651,VINTAGE BEAD PINK SCARF ,557.1,330,33,29,16.88
23069,EDWARDIAN PHOTO FRAME,556.25,89,31,27,17.94
22448,PIN CUSHION BABUSHKA RED,556.21,181,33,29,16.85
23454,THREE MINI HANGING FRAMES,556.1,134,44,39,12.64
21289,LARGE STRIPES CHOCOLATE GIFT BAG,553.75,443,19,19,29.14
22525,CHILDRENS GARDEN GLOVES PINK,553.5,458,52,42,10.64
22272,FELTCRAFT DOLL MARIA,553.1,194,46,43,12.02
22396,MAGNETS PACK OF 4 RETRO PHOTO,550.32,1164,105,86,5.24
23456,MEDIUM PARLOUR PICTURE FRAME ,550.0,136,34,31,16.18
23381,PACK OF 12 VINTAGE LEAF TISSUES ,549.69,1487,64,59,8.59
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,548.63,436,81,60,6.77
37327,ASSTD MULTICOLOUR CIRCLES MUG,548.37,1375,45,36,12.19
85019A,ROMANTIC IMAGES NOTEBOOK SET,547.25,409,28,25,19.54
84519B,CARROT CHARLIE+LOLA COASTER SET,547.24,426,91,63,6.01
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,546.88,554,93,68,5.88
20986,BLUE CALCULATOR RULER,546.76,462,58,40,9.43
23549,WRAP BIRD GARDEN ,546.0,1300,51,46,10.71
22825,DECORATIVE PLANT POT WITH FRIEZE,544.5,70,25,23,21.78
22249,DECORATION WHITE CHICK MAGIC GARDEN,544.09,645,75,73,7.25
20702,PINK PADDED MOBILE,544.0,128,40,31,13.6
84912B,GREEN ROSE WASHBAG,543.75,145,45,32,12.08
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,543.35,33,22,14,24.7
21948,SET OF 6 CAKE CHOPSTICKS,543.07,418,54,37,10.06
21159,MOODY BOY  DOOR HANGER ,542.75,1109,108,73,5.03
22258,FELT FARM ANIMAL RABBIT,542.69,721,35,34,15.51
22821,GIFT BAG PSYCHEDELIC APPLES,542.46,834,66,52,8.22
85176,SEWING SUSAN 21 NEEDLE SET,542.24,626,75,50,7.23
20767,BLUE PAISLEY JOURNAL ,541.97,217,58,50,9.34
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,541.86,2238,61,57,8.88
18098C,PORCELAIN BUTTERFLY OIL BURNER,540.55,193,36,24,15.02
21448,12 DAISY PEGS IN WOOD BOX,539.55,327,62,46,8.7
22514,CHILDS GARDEN SPADE BLUE,539.1,261,75,61,7.19
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,536.58,270,41,39,13.09
20772,GARDEN PATH JOURNAL,534.46,218,46,40,11.62
35810A,ENAMEL PINK COFFEE CONTAINER,533.61,597,51,46,10.46
21205,MULTICOLOUR 3D BALLS GARLAND,532.95,209,48,43,11.1
37475,SET/4 COLOURFUL MIXING BOWLS,532.11,57,29,27,18.35
22136,LOVE HEART SOCK HANGER,531.9,334,50,37,10.64
23324,RUSTIC STRAWBERRY JAM POT LARGE ,531.84,261,33,32,16.12
22246,MAGIC GARDEN FELT GARLAND ,531.78,266,35,30,15.19
21208,PASTEL COLOUR HONEYCOMB FAN,531.69,873,56,50,9.49
23473,WOODLAND SMALL RED FELT HEART,531.66,666,43,41,12.36
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,531.57,697,14,12,37.97
22709,WRAP WEDDING DAY,528.5,1325,39,38,13.55
21633,SUNFLOWER DECORATIVE PARASOL,528.45,87,14,13,37.75
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,527.85,69,1,1,527.85
21747,SMALL SKULL WINDMILL,527.53,437,42,31,12.56
20832,RED FLOCK LOVE HEART PHOTO FRAME,527.04,1034,55,47,9.58
85130D,BEADED CRYSTAL HEART PINK LARGE,526.38,552,51,41,10.32
16235,RECYCLED PENCIL WITH RABBIT ERASER,525.75,2665,80,68,6.57
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,525.3,330,33,30,15.92
22707,WRAP MONSTER FUN ,525.0,1250,47,41,11.17
23499,SET 12 VINTAGE DOILY CHALK ,523.74,1247,93,86,5.63
22482,BLUE TEA TOWEL CLASSIC DESIGN,523.52,448,48,40,10.91
20785,FUSCHIA RETRO BAR STOOL,523.3,14,5,4,104.66
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,522.74,352,35,34,14.94
75131,METAL TUBE CHIME ON BAMBOO,522.56,488,13,13,40.2
23072,MARIE ANTOINETTE TRINKET BOX SILVER,522.0,84,18,18,29.0
22269,EGG CUP NATURAL CHICKEN,521.73,841,87,62,6.0
23451,SQUARE MINI PORTRAIT FRAME,520.95,269,44,38,11.84
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,520.65,167,27,24,19.28
85049H,URBAN BLACK RIBBONS ,520.47,448,73,58,7.13
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,10,10,51.94
22264,FELT FARM ANIMAL WHITE BUNNY ,518.77,1393,40,38,12.97
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,518.5,122,39,29,13.29
22642,SET OF 4 NAPKIN CHARMS STARS   ,516.8,253,43,39,12.02
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,516.45,243,25,21,20.66
20932,PINK POT PLANT CANDLE,516.25,189,22,22,23.47
21317,GLASS SPHERE CANDLE STAND MEDIUM,516.2,96,26,23,19.85
22543,MINI JIGSAW BAKE A CAKE ,516.19,1435,38,32,13.58
22521,CHILDS GARDEN TROWEL PINK,515.95,607,94,81,5.49
85187,S/12 MINI RABBIT EASTER,515.4,324,58,53,8.89
22584,PACK OF 6 PANETTONE GIFT BOXES,513.91,226,14,14,36.71
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,513.25,187,33,29,15.55
23016,GLASS TWIST BON BON JAR,512.85,69,19,19,26.99
22495,SET OF 2 ROUND TINS CAMEMBERT ,512.23,241,64,59,8.0
35001G,HAND OPEN SHAPE GOLD,510.83,157,24,23,21.28
22068,BLACK PIRATE TREASURE CHEST,509.37,437,81,56,6.29
22719,GUMBALL MONOCHROME COAT RACK,508.07,463,34,25,14.94
22599,CHRISTMAS MUSICAL ZINC STAR,507.81,1465,69,57,7.36
23060,HEART BEADED TRELLIS DECORATION,507.52,244,39,34,13.01
21784,SHOE SHINE BOX ,507.45,51,38,20,13.35
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,506.9,974,89,76,5.7
22232,JIGSAW TOADSTOOLS 3 PIECE,506.43,623,61,54,8.3
22317,FIVE CATS HANGING DECORATION,506.32,172,39,35,12.98
22233,JIGSAW RABBIT AND BIRDHOUSE,505.39,535,76,69,6.65
22101,MIRROR MOSAIC VOTIVE HOLDER,505.26,513,23,21,21.97
35971,ROSE FOLKART HEART DECORATIONS,504.64,423,53,39,9.52
23219,LAUREL STAR ANTIQUE SILVER ,504.6,404,49,41,10.3
35599B,BLACK CHRISTMAS TREE 120CM,503.85,209,23,19,21.91
23139,SINGLE WIRE HOOK PINK HEART,503.83,407,22,20,22.9
21925,UNION STRIPE CUSHION COVER ,503.75,403,65,38,7.75
85104,SILVER GLASS T-LIGHT SET,502.48,196,14,13,35.89
21383,PACK OF 12 STICKY BUNNIES,501.8,772,77,75,6.52
22420,LIPSTICK PEN BABY PINK,500.33,1199,84,55,5.96
21446,12 RED ROSE PEG PLACE SETTINGS,500.0,400,75,47,6.67
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,499.78,174,49,34,10.2
23398,HANGING HEART BONHEUR,499.23,591,57,53,8.76
21264,WHITE GOOSE FEATHER TREE 60CM ,499.2,256,42,37,11.89
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,497.21,355,51,30,9.75
85169A,IVORY LOVE BIRD CANDLE,496.72,502,48,44,10.35
79067,CORONA MEXICAN TRAY,496.25,143,18,16,27.57
23528,WALL ART SPACEBOY,495.48,156,21,20,23.59
21926,RED/CREAM STRIPE CUSHION COVER ,494.9,402,59,35,8.39
22820,GIFT BAG BIRTHDAY,494.83,761,45,42,11.0
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,493.5,235,31,25,15.92
22116,METAL SIGN HIS DINNER IS SERVED,493.39,505,90,65,5.48
22286,"DECORATION , WOBBLY RABBIT , METAL ",491.7,298,34,30,14.46
85017B,ENVELOPE 50 BLOSSOM IMAGES,491.55,947,74,65,6.64
21899,GARAGE KEY FOB,491.15,733,115,81,4.27
20764,ABSTRACT CIRCLES SKETCHBOOK ,491.13,128,60,45,8.19
23413,VINTAGE COFFEE GRINDER BOX,490.65,103,23,20,21.33
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,489.9,122,16,13,30.62
22515,CHILDS GARDEN SPADE PINK,488.7,237,63,53,7.76
22050,PINK PAISLEY ROSE GIFT WRAP,488.0,1200,39,36,12.51
22717,CARD DOG AND BALL ,487.08,1170,87,69,5.6
21251,DINOSAUR HEIGHT CHART STICKER SET,486.75,165,35,32,13.91
21277,FRENCH STYLE EMBOSSED HEART CABINET,485.9,23,20,19,24.3
84820,DANISH ROSE TRINKET TRAYS,484.63,261,31,31,15.63
23660,HENRIETTA HEN MUG ,483.45,293,31,30,15.6
22861,EASTER TIN CHICKS IN GARDEN,481.8,292,38,36,12.68
22023,EMPIRE BIRTHDAY CARD,481.29,1143,84,71,5.73
21587,COSY HOUR GIANT TUBE MATCHES,480.75,197,26,25,18.49
23021,GLASS BONNE JAM JAR,480.1,118,25,24,19.2
22127,PARTY CONES CARNIVAL ASSORTED,479.7,402,20,20,23.98
23169,CLASSIC GLASS SWEET JAR,479.45,119,14,14,34.25
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,478.15,439,28,20,17.08
79030G,TUMBLER NEW ENGLAND,478.14,1226,41,35,11.66
85025C,PINK HEART SHAPE PHOTO FRAME,478.0,308,28,27,17.07
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,477.97,577,46,40,10.39
21803,CHRISTMAS TREE STAR DECORATION,477.96,1138,49,46,9.75
22359,GLASS JAR KINGS CHOICE,477.79,161,61,46,7.83
21059,PARTY INVITES DINOSAURS,476.85,561,76,66,6.27
23527,WALL ART ANIMALS AND NATURE ,474.75,149,26,25,18.26
21096,SET/6 FRUIT SALAD  PAPER PLATES,474.57,1131,69,62,6.88
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,474.45,305,21,20,22.59
22496,SET OF 2 ROUND TINS DUTCH CHEESE,474.14,242,68,62,6.97
21618,4 WILDFLOWER BOTANICAL CANDLES,473.75,303,51,48,9.29
22559,SEASIDE FLYING DISC,472.77,387,39,33,12.12
20733,GOLD MINI TAPE MEASURE ,472.05,617,44,29,10.73
23180,MUM'S KITCHEN CLOCK,471.9,104,36,29,13.11
85231G,ORANGE SCENTED SET/9 T-LIGHTS,471.45,573,66,49,7.14
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,470.75,455,31,24,15.19
23377,PACK OF 12 DOLLY GIRL TISSUES,469.17,1203,80,69,5.86
21468,BUTTERFLY CROCHET FOOD COVER,468.67,123,50,43,9.37
85032D,YULETIDE IMAGES GIFT WRAP SET,467.5,630,58,57,8.06
85049F,BABY BOOM RIBBONS ,467.5,374,85,70,5.5
23136,IVORY WIRE SWEETHEART LETTER TRAY,467.05,127,44,39,10.61
22183,CAKE STAND VICTORIAN FILIGREE MED,466.95,74,17,16,27.47
23218,LAUREL STAR ANTIQUE GOLD,465.81,372,33,27,14.12
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,465.38,186,19,17,24.49
21476,STEEL SWEETHEART ROUND TABLE CREAM,463.45,31,18,14,25.75
21865,PINK UNION JACK  PASSPORT COVER ,463.38,223,68,52,6.81
21634,ASSORTED MINI MADRAS NOTEBOOK,462.6,948,23,22,20.11
85131A,BEADED PEARL HEART WHITE ON STICK,462.17,469,25,19,18.49
21215,IVORY PAPER CUP CAKE CASES ,461.8,868,63,51,7.33
21630,FLOOR CUSHION ELEPHANT CARNIVAL,461.3,54,22,13,20.97
22255,FELT TOADSTOOL  SMALL,460.7,542,44,33,10.47
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,36,34,12.79
23455,SMALL PARLOUR PICTURE FRAME,459.56,164,32,30,14.36
21084,SET/6 COLLAGE PAPER CUPS,459.29,2175,102,90,4.5
85016,SET OF 6 VINTAGE NOTELETS KIT,459.0,522,25,22,18.36
23561,SET OF 6 RIBBONS PARTY,458.63,167,13,13,35.28
22324,BLUE POLKADOT KIDS BAG,456.36,228,29,20,15.74
21014,SWISS CHALET TREE DECORATION ,455.57,1233,66,64,6.9
23548,WRAP MAGIC FOREST ,451.5,1075,43,42,10.5
71279,PINK GLASS CANDLEHOLDER,450.6,156,27,20,16.69
22194,BLACK DINER WALL CLOCK,450.5,53,33,24,13.65
22595,CHRISTMAS GINGHAM HEART,450.48,552,30,29,15.02
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,450.38,154,44,38,10.24
23560,SET OF 6 RIBBONS COUNTRY STYLE,449.96,164,20,20,22.5
21507,ELEPHANT BIRTHDAY CARD ,449.88,1080,71,62,6.34
35004G,SET OF 3 GOLD FLYING DUCKS,448.3,126,20,16,22.42
85194S,HANGING SPRING FLOWER EGG SMALL,447.75,1163,55,50,8.14
22261,FELT EGG COSY WHITE RABBIT ,447.46,520,70,61,6.39
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,447.37,541,46,38,9.73
21472,LADYBIRD + BEE RAFFIA FOOD COVER,446.25,119,33,29,13.52
21397,BLUE POLKADOT EGG CUP ,445.26,1016,44,43,10.12
17096,ASSORTED LAQUERED INCENSE HOLDERS,443.76,2516,13,12,34.14
23125,6PC WOOD PLATE SET DISPOSABLE,443.25,405,16,15,27.7
84596L,BISCUITS SMALL BOWL LIGHT BLUE,441.36,1039,79,49,5.59
21650,ASSORTED TUTTI FRUTTI BRACELET,440.89,2197,61,48,7.23
22511,RETROSPOT BABUSHKA DOORSTOP,440.87,241,47,44,9.38
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,440.74,66,25,21,17.63
23045,PAPER LANTERN 5 POINT STAR MOON ,439.9,106,18,17,24.44
23074,EMBOSSED HEART TRINKET BOX,439.86,219,34,31,12.94
21473,SWEETHEART CREAM STEEL TABLE RECT,438.9,22,18,16,24.38
21675,BUTTERFLIES STICKERS,437.61,513,50,44,8.75
72819,CUPID DESIGN SCENTED CANDLES,436.4,208,30,28,14.55
23425,STORAGE TIN HOME SWEET HOME,435.43,237,35,35,12.44
23565,EGG CUP MILKMAID HELGA ,435.0,348,31,28,14.03
22106,MIRROR MOSAIC HURRICANE LAMP ,434.9,166,11,9,39.54
23509,MINI PLAYING CARDS FUN FAIR ,434.46,1043,54,51,8.05
22102,MIRROR MOSAIC T-LIGHT HOLDER ,434.25,813,17,13,25.54
35598B,BLACK CHRISTMAS TREE 60CM,433.7,554,22,20,19.71
35598D,PINK/WHITE CHRISTMAS TREE 60CM,433.22,660,24,23,18.05
22446,PIN CUSHION BABUSHKA PINK,432.99,161,38,25,11.39
21654,RIDGED GLASS FINGER BOWL,432.54,946,47,40,9.2
23043,PAPER LANTERN 9 POINT HOLLY STAR L,431.25,69,16,15,26.95
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,431.24,272,23,23,18.75
22340,NOEL GARLAND PAINTED ZINC ,430.23,993,61,53,7.05
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,430.06,87,31,30,13.87
22647,CERAMIC LOVE HEART MONEY BANK,429.85,721,36,34,11.94
84674,FLYING PIG WATERING CAN,429.25,187,40,31,10.73
20705,MRS ROBOT SOFT TOY,428.85,143,28,27,15.32
23379,PACK OF 12 RED APPLE TISSUES,428.01,1175,50,49,8.56
22903,CALENDAR FAMILY FAVOURITES,427.43,153,32,21,13.36
23522,DOG AND BALL WALL ART,425.88,252,4,3,106.47
21062,PARTY INVITES SPACEMAN,425.85,501,61,55,6.98
85130C,BEADED CRYSTAL HEART BLUE  LARGE,425.71,479,43,37,9.9
21972,SET OF 36 DINOSAUR PAPER DOILIES,423.4,292,39,35,10.86
77101A,UNION FLAG WINDSOCK,423.22,386,20,16,21.16
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,422.55,455,36,33,11.74
20766,GARDEN PATH SKETCHBOOK,422.08,113,47,41,8.98
90154,LAZER CUT NECKLACE W PASTEL BEADS,421.75,57,5,5,84.35
23058,CHRISTMAS HANGING SNOWFLAKE,421.02,486,44,39,9.57
21417,COCKLE SHELL DISH,420.88,289,32,24,13.15
23117,POPPY FIELDS CHOPPING BOARD,420.75,85,39,39,10.79
